O não atraso do calendário, não perder o ritmo, não perder o foco da pesquisa;Nem todo mundo estaria em condições de participar, os alunos que nem começaram estão desorientados e assim iam continuar sem condições de dar direcionamento para a pesquisa, falta de acompanhamento nas atividades.;Não tenho conforto (mesa, cadeira, ambiente específico)básico necessário e nem silêncio. E não possuo impressora.;
Continuidade do ritmo de trabalho/estudo ;Contato com a pós e orientador, tempo para realizar os créditos e a escrita da tese;100% adequada;Gostaria muito que fossem retomadas no formato online. O quanto antes.
1;3;Não disponho de condições emocionais ,técnicas e matérias para acompanhar as aulas online. ;"Entendo que pesquisar e aprender é essencial, porém manter nossa saúde mental agora é primordial. Estamos todos abalados psicologicamente por conta da pandemia. Vamos nos manter concentrados em nós,  Vamos cuidar do nosso emocional. Depois, recuperados, estaremos mais fortes e firmes para darmos continuidade à pesquisa. É apenas uma opinião pessoal pelo estado que me vejo: sem concentração alguma por causa das pressões de notícias em geral. O momento é de incertezas e medo,aumentar nosso desgaste emocional para ""produzir"" não é bom, pelo menos é o que acho. "
"1 Cumprimento de créditos sem necessidade de deslocamento físico 
2 Cumprimento parcial ou total de estágio docência sem necessidade de deslocamento físico
3 proporcionar familiarização com uso de ferramentas digitais no ensino e pesquisa";"1 Atraso ou impossibilidade de execução de pesquisa experimental, comprometendo a qualidade do trabalho.
2 Diminuição da produção de patentes e artigos de alto impacto para os alunos, professores e para o programa.";Mesmo a escrita está limitada, pelo fato de minha pesquisa ser de natureza experimental, portanto dependente dos resultados no laboratório. Não sendo possível até o momento, prever o grau de prejuízo sobre a qualidade do trabalho.;Laboratórios com poucos recursos dependem de outros, mesmo que o aluno se disponha a executar o trabalho, não será possível prosseguir até o final pelas limitações técnicas e pela falta de segurança no campus
Calendário sem atraso;atraso na continuidade nos programas de pós - graduação;Estão sendo proveitosas;Achei pertinente esse levantamento 
"Continuidade das aulas
Tempo
Revisão


";"Uso de laboratórios
Dificuldades em análise
Dificuldades de aprendizagem";Não;Não
Um deles é que podemos ficar em casa, já que muitas vezes a locomoção até a universidade é um pouco difícil, e que também muitas vezes nem temos em um determinado momento o financeiro necessário para gastar com passagem de ônibus e principalmente alimentação.  ;Uma delas é que por mais que tenhamos materiais adequado para estudo, nenhum deles substitui a presença e o esclarecimento de um professor presencial. A interação entre os colegas também é fundamental para o crescimento e fortalecimento do aprendizado, fora que a opinião de cada um faz muita diferença nessa hora. ;Bom nesse exato momento em que minha mãe faz tratamento de câncer e tem toda uma programação de tratamento muito rigoroso, estou aqui na casa dela para poder dar o melhor conforte a ela. Portanto, o ambiente muita vezes está bem ocupado por parentes que tornar não agradável para esses tipo de trabalho online, pois barulho e o próprio espaço e dividido com todos.  E mesmo quando essas pessoas não estão aqui tem todo o desconforto de minha mãe.;
só vejo um que seria a adequação da grade da UFAL, que já se encontra atrazada;falta de contato físico com professores e colegas de trabalho em equipe, falta de equipamentos e materiais, falta de um ambiente acadêmico que te instigue ou motive como qualquer outros dos motivos citados. ;;acredito que no momento que estamos passando e o contexto que fomos inseridos nosso rendimento acadêmico será comprometido devido uma necessidade de regular um grade que pode ser esperada e independe do ambiente que estamos residindo, e que esse por muitos não haverão condições em manter tal desempenho. 
A princípio um dos pontos positivos foi a flexibilidade na entrega das atividades, fazendo com  que não haja pressão psicológica causada por causa do estudos em meio a crise do COVID19 ;Umas delas é a falta de motivação, talvez por não estar todos os dias vivenciando as aulas e desenvolvendo a pesquisa, gera um certo desânimo por parte do aluno. Outro ponto negativo seria no aprendizado, acredito que particularmente para mim não está sendo interessante aulas online, talvez não consiga aprender tão bem o assunto. ;Infelizmente, não é possível desenvolver a pesquisa em minha residência, pois a mesma necessita de técnicas laboratoriais. ;
"continuidade das aulas
cumprimentos dos créditos disciplinares
";"1 É necessário um suporte técnico/físico (computador, internet, local adequado)  para a realização de atividades online.
2 Realização de experimentos laboratoriais não é possível, acarretando no atraso do programa mesmo com as aula online.
3 Não alterar calendário por conta da atividade online não minimiza o peso para os alunos de pós , pois outros prazos precisam serem cumpridos, ex: resultados de experimentos e relatórios do desenvolvimento da pesquisa.
";Não é possível realizar as atividades de bancada, pois estás dependem de equipamentos específicos. ;"A realização da atividade online depende exclusivamente de uma estrutura minima em que todos os alunos deveriam ter - portanto faltou perguntas  relacionadas a isso - se tem computador/nootebook - se tem um quarto individual - se tem acesso a internet de QUALIDADE - quantas pessoas moram na residencia - etc.
Acredito que o calendário precisa sim ser alterado - alguns curso de pós são totalmente dependentes da infraestrutura da universidade para acontecer.
As atividade Online não vão suprir todas as necessidades da pós graduação - então as atividades relacionadas aos ""créditos acadêmicos"" e ""disciplinas"" pode ser supridas por atividades online- mas apenas estas e somente atendendo o critério de "" todos os participantes (docentes e discentes) tem a estrutura minima adequada. "
"1. A continuidade das atividades seria interessante para não perder o ritmo de estudos; 2. Não atrasaria o calendário; 3. Interação com docentes e discentes através das atividades.";"1. Impossibilidade de pesquisa (no meu caso e dos colegas de curso de História, pesquisas em arquivos físicos, que estão fechados); 2. Nem todos tem equipamento adequado e pacotes de internet que atendam a demanda das aulas e atividades online; 3. Crises de ansiedade, depressão e outros problemas psicológicos foram potencializados pelo isolamento, tanto em discentes quanto em docentes, portanto a manutenção das atividades levaria a uma perda considerável aos que passam por esse tipo de problema. ";As dificuldades, no meu caso, não são ambientais. Acredito que o meu posicionamento se pauta muito mais na falta de isonomia do que numa visão sobre as minhas condições particulares. Na minha turma, 4 dos 9 alunos moram no interior, sem cobertura de internet satisfatória, um deles reside em um assentamento rural no sertão. Pensando numa universidade socialmente referenciada, não podemos permitir que as atividades prejudiquem justamente os que tem mais dificuldades. Entendo que a continuidade das atividades seria o privilégio de alguns em detrimento de outros e me posiciono de forma contrária, ainda sabendo que eu seria uma das pessoas privilegiadas nesse caso. Enfim, acredito que é preciso pensar além da produtividade num momento tão delicado e incerto como o atual. ;Como servidora da Universidade, também estou em trabalho remoto. As demandas chegam, há reuniões online com Coordenação, Colegiado, Direção, técnicos, atividades de extensão, suporte a discentes e docentes, e, diferente do trabalho presencial, com hora de chegada e saída, por vezes as demandas se estendem ao longo do dia. Como prioridade, sem dúvida tenho o trabalho enquanto servidora. No mestrado, mantenho as leituras, contato direto com a minha orientadora e, na medida do possível, o processo de escrita. Home office é um privilégio na situação atual, mas também um desafio, e em jornada dupla se torna ainda mais delicado.
"1 Cumprimento dos créditos do programa
2 Discussão na plataforma em relação aos conteúdos abordados na disciplina por todos os participantes.
3 Minimizar os possíveis problemas ocasionados por conta do isolamento. O contato,mesmo sendo virtual com os colegas de pós graduação, certamente pode minimizar os fatores emocionais e de ansiedade. 
";"1 Na área de saúde, experimentos impossíveis de serem realizados.
2 Sem realização experimental, resultados não são gerados. Atrasando o processo  como um todo.
3 Qualificação e defesa certamente  deverão ser prorrogados por conta dessa não realização experimental.";Silêncio não é algo prediminante aqui, infelizmente.;Com relação as disciplinas eletivas e obrigatórias não vejo problema, se for em comum acordo de todos.
NÃO VEJO GANHOS NESTE MOMENTO. ;"NÃO ACOMPANHAMENTO ADEQUADO; AULA ONLINE NÃO SUBSTITUI A PRESENCIAL; AS AULAS PRÁTICAS SERÃO PREJUDICADAS.  ";;
"- Andamento do calendário acadêmico;
- Evitar atraso em relação aos prazos junto aos órgãos de pesquisa;
- Atender às necessidades dos alunos que pretendem conquistar o título dentro de determinado prazo.";- Dificuldade de acompanhamento das atividades por algumas pessoas por falta ou dificuldade de acesso às tecnologias digitais.;;
Boa utilização do tempo livre no isolamento, além de não ter acumulo de conteúdo. ;A turma não terá o convívio em grupo;;Manter as atividades acadêmicas com boa qualidade e  entrega nos prazos requer bastante disciplina, tendo em vista as possíveis distrações que um ambiente domestico podem oferecer, no entanto, não ter nenhuma atividade durante tantos dias desacelera o ritmo.
Os alunos poderão pagar seus créditos e assim aqueles que possuem pesquisa em andamento com coleta de dados após a pandemia poderão se dedicar mais a pesquisa já que não terão mais disciplinas para cumprir.;A única perda que vejo é questão fã vivência pessoal de formar mais laços de amizade.  Vejo a educação a distância como algo promissor na educação. ;Não. Tenho condições adequadas e nesse momento de pandemia devemos primar pelo distanciamento social. ;Vejo que as atividades por meios digitais só vem nos ajudar em termos de aprendizagem com uso de novas ferramentas de ensino que no futuro serão mais utilizadas. Entretanto, um desafio que vejo é para com os prazos a serem cumpridos no tocante a defesas, qualificações , esta questão deve ser discutida por cada programa.
Redução no atraso do ano letivo;Atraso do ano letivo;não;
2;2;Minha casa é poente (Sol a tarde inteira) e não  está mobiliada de modo confortável  (Não tenho cadeira apropriada para estudar, nem impressora) ;
"Respeito 
Compreensão 
Reflexão ";"Isolamento
Descontinuidade 
Fragmentado";Atualmente disponho dos recursos  necessários para realizar as atividades do curso. ;Certamente será um desafio para todos discentes e também para os docentes. Mas acredito ser o mais viável nesta conjuntura, só espero que tenhamos todo apoio da Universidade quanto as possíveis dificuldades dos discentes.
Evitaria o atraso do calendário acadêmico. Seria uma atividade que pode distrair as pessoas do contexto da pandemia e evitar o ócio isolado em casa.;Perderia a discussão e reflexão que normalmente acontece em sala de aula.;;
Continuação de aulas;Estrutura emocional dos estudantes;;
No meu curso de Pós Graduação, que é na área de Arquitetura e Urbanismo, terão o s seguintes ganhos: 1 - Adiantar as aulas teóricas neste momento para posteriormente poder se concentrar nas aulas práticas e na pesquisa prática. 2 - O conteúdo não ficará totalmente acumulado quando o isolamento acabar;A perda principal é que com as aulas online as matérias poderiam ser adiantadas, entretanto sobraria pouco tempo para a pesquisa de campo, e na nossa área todas as pesquisas são muito práticas, no meu caso como minha pesquisa ocorrerá em Aracaju, cidade onde estava morando antes da pandemia, eu ficaria muito limitada com as matérias para concluir presencialmente em Maceió e com a pesquisa atrasada para executar em Aracaju. ;Durante a pandemia estou na casa dos meus pais no interior da Bahia em isolamento. Tenho aqui as condições necessárias para assistir as aulas online, entretanto não consigo realizar minha pesquisa que necessita que eu esteja em Aracaju em contato com as mulheres. Essa é minha maior dificuldade e preocupação pois não quero ser prejudicada no meu processo de aprendizagem e de pesquisa e nem desejo reduzir meu tema para me adequar a um tempo reduzido de produção. Espero que todos possamos encontrar um estratégia que não nos prejudique.;
Ajudaria a não atrasar o calendário.;Nem todos tem acesso a internet e equipamentos necessários para aula.;Devido a natureza técnica do trabalho somente a parte de revisão bibliográfica e da redação do trabalho pode ser feita em casa.;É importante deixar claro se os prazos e calendarios originais serão mantidos. Muitos colegas trabalham com coletas de dados, com experimentos presenciais, entre outras atividades interrompidas devido a epidemia. Até agora nenhum prazo foi modificado, o que pode trazer problemas sérios para a qualidade do trabalho final.
"No meu caso, complementar o crédito da eletiva que falta, caso isso dure mais do que o ""esperado"". Somente.  ";"1. A ansiedade de algumas pessoas pode aumentar, 2. O não-entendimento completo do que está sendo passado, 3. Tmpo. É um momento delicado para tentarmos nos organizar emocionalmente para assistir/montar aulas, montar apresentações; sentir a ""obrigação"" de darmos o melhor quando está tudo (tão) incerto, assustador e indo ""por água abaixo"". ";Na minha residência não tem silêncio e tem sido difícil manter uma rotina. ;"Questionário necessário e bem feito. Reitero aqui que tenho ciência da importância do calendário acadêmico, mas como uma (das tantas) pessoas que sofrem algum tipo de transtorno, difícil imaginar seguir a obrigação de assistir aula e ser ""obrigatoriamente"" produtivo. Necessito, sim, tocar com o meu artigo e projeto do mestrado, mas tá bastante difícil manter diálogo com a ansiedade para poder fazer isso.  
Para nós, força hoje, força amanhã, força sempre. Abraço, pessoal. "
"Não atrasaria muito o calendário acadêmico.
Poderia ser o início de uma nova modalidade de aulas, para as matérias que possam ser lecionadas remotamente.";"As atividades de pesquisa e algumas matérias do meu curso de pós-graduação não podem ser realizadas remotamente.
Dificuldade dos alunos e professores se adaptarem a essa modalidade, visto que até então isto não é realizado no programa.";Possuo computador, mas o acesso a internet não é muito bom, no caso de necessidade de videoconferência, para isso também não disponho de webcam. Mas poderia assistir a vídeo aulas, realizar trabalhos (provas, questionários, etc), receber e enviar arquivos. ;Acredito que seja interessante iniciar em pequenas proporções as atividades didáticas do curso, visto que algumas aulas poderiam ser ministradas, sem grandes perdas, por meio de ferramentas digitais. E a partir disso observar se seria possível ou não a continuidade dessa modalidade de ensino para outras atividades didáticas do curso.
Obtenção dos créditos de disciplinas que restam cumprir, aproveitando que não está sendo possível dar continuidade à pesquisa, pelo menos adiantaria o cumprimento dos créditos por disciplina, remotamente. Inclusive os Seminários de Pesquisa! Além de termos a possibilidade de cursarmos mais disciplinas on line ao mesmo tempo, quando muitas vezes não era possivel em disciplinas presenciais.;A manutenção das atividades pode prejudicar no tempo para realização da pesquisa. Pesquisas de campo, como a minha, está temporariamente interrompida por conta da pandemia. Então não posso realizar coleta de dados, nem análises laboratoriais. Seria importante que pudesse manter as atividades de disciplinas e seminários e o prazo para conclusão da pesquisa fosse reajustado de acordo com a necessidade que o prejuízo desta parada possa  ter proporcionado. Pelo menos ao retornar a rotina, poderíamos estar com mais tempo para dedicar à pesquisa por termos adiantado os créditos obrigatórios no período da quarentena.;No momento é possível apenas pesquisar e escrever revisões sistemáticas e realização de cursos livres. A pesquisa foi interrompida e não houve oferta de disciplina on line desde o inicio da quarentena. O trabalho remoto está sendo dividido com a atenção à família e rotina escolar dos filhos.;
A integralização dos créditos exigidos;O prejuízo da pesquisa de campo, haja vista a imposibilidades de ocorrer, apesar da manutencão do calendário ;;Prejuízo na realização da pesquisa de campo, apesar da manutencão do calendário, caso se opte pelo modo  EAD
Com o isolamento social está ocorrendo uma desestruturação da rotina de muitos professor e alunos, pois muito de nossa rotina foi preenchida por necessidades do meio e fomos arrastados. Temos dificuldades de pegar as rédeas da vida e dizer: “meu dia vai ser assim”. Se as pessoas aprenderem a organizar o seu dia, esse isolamento vai ser positivo.;Demora para concluir processos de defesa de bancas de qualificação e defesa;boa. Tenho internet a cabo, computador, tabler e celular;O desafio será os professores configurarem os ambientes virtuais de aprendizagem. Muitos professores só utilizam os recursos básicos.
As aulas continuaria, e talvez não tivesse tanto atraso.;Perderiamos aulas práticas, dificuldades como internet, ambiente adequado dificultariam a aprendizagem dos alunos. Além de não conseguir desenvolver os projeto remotamente. ;Não tenho local adequado para realizar as aulas. Meu bairro é barulhento, minha casa também. E minha internet as vezes cai, fazendo com que eu perca a conexão.;Para quem trabalha com modelos biológicos fica difícil realizar o projeto remotamente.
"Aproveitamento do tempo; Tempo para fazer pesquisas bibliográficas ";"Atrasos nas pesquisas de campo; Rotina de Laboratório; ";;
Adiantamento dos conteúdos pendentes;Disponibilidade da pessoa física para tirar quaisquer dúvidas ;Tenho um bebê, então fica quase impossível  de ter a concentração necessária para as aulas, tendo em vista que estou com ele 24h devido ao isolamento social;
"1- Não haveria perda de carga horária; 2- Manteria em dias as aulas; 3- O ensino aprendizagem seria efetivado.";"1- Disponibilidade de uma boa conexão (internet); 2- Ambiente em casa, se não for favorável; 3- Nada substitui as aulas presenciais.";Possuo um ambiente que é mais ou menos favorável, porém, dá para realizar as aulas.;Concordo que as atividades acadêmicas por meios digitais devem ser mantidas, desde que haja a percepção de todos os discentes envolvido nesse processo da importância e assiduidade nas aulas enviadas. 
Otimização do tempo, já que conseguiremos fazer isso de casa sem precisar de deslocamento. Além disso, conseguir ir dando andamento as atividades obrigatórias do curso.;não visualizo perdas.;;Essa situação atual a qual vivemos impactou em vários aspectos nas nossas vidas acadêmicas. Seja na sala de aula, seja no desenvolvimento da nossa pesquisa (no meu caso, experimentação animal). Acredito que podemos iniciar as aulas na forma online, porém para alguns não é possível avançar com a pesquisa. Dessa forma, me preocupo muito com os prazos acadêmicos mesmo que haja aulas online. 
"1. Continuidade na formação
2. Novo aprendizado 
3. Não incrementar o tempo de conclusão do Pós-grado";"1. Principalmente o avanço das pesquisas laboratoriais (meu caso)
2. Interação directa com colegas e docentes 
3. Não conseguir um ótimo processo formativo em todos os estudantes (caso tenham alguma dificuldade de excesso)   ";No meu caso , somos três pessoas na casa, com um só computador o menino precisa para as aulas on-line da escola, minha namorada também é estudante de pós e precisa. recebemos bolsa mas somos extranjeros isso dificulta um pouco mais o processo.   ;São perguntas, que só estão relacionadas a trabalho de receber uma aula, ler, obter informação, mas não se aproxima a realidade na pós graduação  na qual se tem um alto porcentagem de trabalho conjunto na bancada, no laboratório, que é o lugar onde realmente se desenvolvem muitas pesquisas. 
"1. A possibilidade de realização de bancas de qualificação e defesa de mestrado e doutorado por vídeo-conferência; 2. A possibilidade de contato do PPGLL (coordenação, docentes e discentes entre si) via internet; e 3. A possibilidade de solicitação e envio de documentos via internet.    ";"1. Todos os aspectos pragmáticos peculiares do contato presencial; 2. As demandas próprias da manutenção das mudanças (a adaptação da condução dos processos de ensino e aprendizagem a distância); e 3. O desinteresse de muitos professores e alunos. ";Nem sempre tenho as condições ideais.;
"Manutenção do calendário acadêmico; Continuação das atividades de pesquisa; Melhorar parcialmente a saúde mental. ";"Falta de acompanhamento necessário dos orientadores; Não aprofundamento nas pesquisas; Não aprofundamento nas discussões durante as disciplinas";Apesar de ter computador e internet onde posso realizar algumas das atividades acadêmicas, tenho uma filha e estou sem ajuda para realizar as atividades da casa. Neste sentido as atividades acadêmicas, muitas vezes, ficam em segundo plano pois não tenho condições de me dedicar integralmente a estas atividades.;
Poderiam não se ter atraso do curso, mas isso não contemplaria todos os alunos, uma vez que nem todos tem acesso a uma internet de qualidade. ; Prejuízos na aprendizagem, pois os alunos não teriam aceso igualitário as aulas, uma vez que nem todos recebem bolsa e não podem financeiramente ter acesso a uma internet de qualidade que possa ser adequada para o acompanhamento de aulas online. / Também é necessário que o Programa de Pós graduação entenda a situação presente e prorroguem o prazo de conclusão.  ;Não tenho uma internet de qualidade para acessar plataformas de aula online. ;
 Evita atraso do calendário acadêmico. ;"1- Nem todos têm acesso a um ambiente e equipamentos para assistir às aulas;
2- Em um projeto de pesquisa experimental, não tem como  haver realização do mesmo, assim mantendo os mesmos prazos;
3- Não realização de atividades práticas de algumas disciplinas. ";;Em questão dos prazos, como de qualificação e defesa, penso que esses devem ser adiados, pois não tem como, em um período de isolamento social, onde tudo está parado na universidade e no estado, incluindo o transporte público com acesso dificultado,  executar as pesquisas, sobretudo as experimentais, que DEPENDEM de outros laboratórios  para as análises. 
Busca de aprendizado e ocupação;Nenhuma;;
1- Diminuir o atraso do calendário acadêmico.;"1- atividades discursivas em grupo; 2- aulas práticas em laboratório, auxiliando as aulas teóricas e ajudando no entendimento do conteúdo abordado...";Concentração na minha residência é praticamente impossível, visto que, estão todos em casa, tornando o ambiente apertado...;É complicado forma profissionais com aulas AD, sendo que no nosso diploma não constará essa modalidade de ensino, e tenho certeza que a aprendizagem será afetada, visto que, uma aula dada em sala de aula, uma dúvida de um aluno, gera um conhecimento que perderemos nessa modalidade que será passado o conteúdo e apenas isso...
"Não precisar ir à Ufal sempre, Flexibilidade de horário; Opções ofertadas na plataforma: ouvir, usar vídeo chamada, teclar. 
";No momento a maior perda é o calendário ficar parado e o tempo escasso para escrita, sobretudo, da dissertação. ;Tenho um quarto para estudos.;Minha maior preocupação é o tempo curtíssimo que é o mestrado, pois já se passaram dois meses e as demandas são altas e o prazo de término já consta no sistema.
continuar com o calendario, garantir a permanecia dos alunos e manter a educação. ;deficiência na educação, perda de alunos e pouca qualidade. ;;
Cumprimentos do calendário e prazos. Continuidade das disciplinas.;Deficiência na transmissão e assimilação do conteúdo. Sobrecarga emocional. ;Careço de ambiente adequado para o bom aproveitamento dos estudos (não tenho nem mesa e cadeira pra chamar um canto de home office).;De certa forma a continuidade dos trabalhos é importante e necessário, no entanto as cargas horárias devem ser reduzidas (2h aula no máximo), afim de evitar distrações e fadiga. Estamos em casa, tudo distrai, uma televisão ligada, o acesso ao computador, música do vizinho, até a mosca que pousa no monitor fica mais interessante que aula.
A pesquisa acadêmia não pode parar, sendo possível ser iniciado nesse tempo de crise.;Um curso de pós graduação sempre é complexo e exige muito do discente, diante desse fato, acho preocupante termos aulas online tendo em vista que podemo ter problema como queda de energia, queda de internet, falhas de aparelhos e até cortes em áudio de vídeo que podem prejudicar na compreensão de um conteúdo lecionado. ;;
Não atraso das atividades desenvolvidas e qualificação dos discentes.;Perda de contato direto com os professores e materiais necessários.;;
Dar continuidade à parte teórica, sempre que possível;"As partes práticas das disciplinas são prejudicadas
";;
1. Dar continuidade ao processo, não permitindo que os estudantes dispersem. 2. Os conteúdos dos componentes curriculares são importantes para a construção dos projetos de mestrado/doutorado. 3. Minimizar os efeitos da crise quando o isolamento social acabar. ;1. Não é possível cumprir o calendário exatamente como ele está, dessa forma é necessário uma flexibilização para que os estudantes consigam acompanhar e entregar as atividades/projeto/disciplinas. 2.Provavelmente haverá uma redução da disponibilidade de tempo diário para o cumprimento das atividades, visto que muitos estudantes têm filhos e outras obrigações em suas residências, que, nesse momento, não podem ser terceirizadas. 3. A ausência do contato praticamente diário com os colegas de curso irá dificultar no aprendizado, visto que exite uma rede de apoio na Universidade. ;Tenho condições de desenvolver o trabalho acadêmico em minha residência, no entanto é necessário flexibilizar, já que tenho dois filhos pequenos que estão sem aula e precisam de atenção e cuidados. ;Parabenizo a aplicação deste questionário e a possibilidade de tomar uma decisão baseada nas condições de discentes e docentes. Sou a favor da manutenção das atividades acadêmicas, incluindo aulas online, mas reforço a necessidade de flexibilizar as datas de entrega de trabalhas e principalmente de bancas de avaliação de projeto. É uma nova dinâmica de trabalho, para qual não estávamos preparados e, não é possível, entregar no tempo planejado os produtos. Mesmo assim, penso que é fundamental dar continuidade para minimizar os problemas que o isolamento social irá nos trazer. 
"Seria um ganho se as atividades concentrassem número pequeno de participantes, com a mediação de um/a docente, para permitir que estudantes possam fazer questionamentos, tirarem dúvidas, e receberem o feedback do/a mediador/a instantaneamente. Isso não vem acontecendo nas atividades online propostas pelos PPG; apesar de serem muito relevantes, em geral essas atividades tem um número muito grande de participantes, e os debatedores/mediadores/professores acabam não dando conta de responder alguns questionamentos que surgem a partir da exposição dos conteúdos e que são escritos pelos participantes no chat, por exemplo. Ou, em outras plataformas, há muitas pessoas participando e nem todas conseguem interagir entre si e com o mediador.";"Dificuldade de acesso de alguns estudantes que não dispõem de recursos necessários para acesso às ferramentas digitais; comprometimento da saúde psicoemocional de estudantes, frente à necessidade de produtividade acadêmica em meio a desafios impostos pela situação do isolamento, tais como dificuldades financeiras, distanciamento de familiares, reestruturação do ambiente familiar por causa da crise do Corona Vírus (cuidado de crianças em casa, no caso de estudantes mulheres), dentre outros. ";;
Não perco tempo com locomoção.;Impossibilidade de fazer o estágio docente que atrasa a integralização dos créditos, falta de concentração para as atividades devido à ansiedade e estresse gerados nesse período.;Não tenho espaço para estudos. Geralmente fico com o notebook no sofá da sala o que geralmente compromete minha concentração (distrações como televisão e familiares que não compreendem meu horário de estudo) e conforto. Além disso, estou em homeoffice do meu trabalho, mas as atividades não estão seguindo o horário habitual. Assim, por vezes, recebo ligações e mensagens do trabalho no meio do tempo que havia separado para estudos da pós.;Esperava mais perguntas sobre questões emocionais e socioeconômicos. Pois, por exemplo, o fato de morar com muitas pessoas e todas elas estarem em casa (teoricamente) nesse período, atrapalharia os estudos, seja pela falta de espaço ou pelas preocupações causada pela pandemia (alertar as pessoas da casa e adotar medidas sobre higiene, limpeza do ambiente e dos produtos, cuidar das pessoas do grupo de risco que moram conosco, etc). Válido ressaltar que fazer pós-graduação já gera preocupações e ansiedade com os prazos e pressões exercidas pela qualidade de produção, em meio a esta pandemia temos preocupações externas (e muito maiores) nas vidas dos estudantes e professores. 
Não vejo ganhos;Perda de calendário;;
O ganho é somente o não atraso do calendário.;"Não aprendizagem e interação com o professor
Internet Limitada";;
COMODIDADE E SEGURANÇA.;CONTATO FÍSICO COM O DOCENTE.;;
1) Não parar com as disciplinas (devendo-se levar todos os fatores em questão, para que os alunos tenham o máximo de aproveitamento e rendimento nas aulas, mesmo que seja à distância).;"1) Dificuldade na relação aluno-professor, acarretando em não entender bem o assunto passado; 2) A qualidade da internet é uma das variáveis que implica na qualidade (boa ou ruim) do aprendizado.";"1) Não tenho um lugar silencioso; 2) Não tenho conforto no local de trabalho/pesquisa; 3) A internet não tem uma boa qualidade.";"Acredito que nesse período de isolamento, continuar com as atividades de forma online é uma saída para não atrasar no desenvolvimento da tese. No entanto, há pontos que devem ser considerados, por exemplo: precisamos de auxílio com o projeto e existem disciplinas que nos auxiliam nisso, mas as disciplinas podem demorar a acontecer e ainda assim, temos prazos a serem cumpridos que não foram (ou não podem ser) alterados. O calendário deve ser reestruturado de forma que ninguém saia perdendo. Há pesquisas que apresentam trabalho de campo e como nesse ano pode ser que não seja possível, o ano seguinte teria que estar ""mais livre"" para essas demandas. "
Dar inicio/continuidade as reflexões e discussões sobre as temáticas das disciplinas.;Para aqueles que não possuem internet, computador e um ambiente adequado de trabalho é uma perda significativa para o aluno. E se uma única pessoa da turma pode ser prejudicada, não concordo com essa forma de estudo.;;Sugiro que textos e filmes podem ser compartilhados para aqueles que estão ociosos ou tem disponibilidade de adiantar o estudo do material. Porém sem carater obrigatório, caso não atenda toda a turma. É que trabalhos complementares a cerca do COVID 19 não sejam obrigatórios, mas sim reflexivos e contribuições a pesquisa do aluno
"Término da curso no prazo certo; Adiantamento de disciplinas e créditos para as aqueles que ainda o cursam e, manutenção do calendário e atividades acadêmicas remotamente. ";Não vejo perdas com a manutenção das aulas on-line.;não;Acredito que a manutenção das atividades remotamente não deixaria os alunos dispersos, além de dar prosseguimento às atividades e, garantir o término do curso no período adequado, sem ônus posterior, como prorrogação do prazo determinado sem contrariar as medidas prescritas para o combate a covid-19. Ainda, julgo os programas de Pós-graduação da instituição muito desatentos com seus discentes, mantendo-os sem informações oficiais sobre a manutenção do calendário acadÊmico, ou outros informes relacionados ao curso nesse período de isolamento social. 
Não atrasar o calendário acadêmico, estimular estudos sobre esta temática, manter a rotina de estudos ;Menos qualidade nas aulas que precisam de debates, menos interação entre estudantes e professores, ;;
1 flexibilidade de horário;"1. Prática no laboratório
2. Aulas presenciais
3. Adiantamento das atividades ";tenho condições de fazer parte do trabalho acadêmico em casa, no entanto, minha pesquisa será realizada no laboratório, logo estou sentindo dificuldade com a teoria devido a ausência da prática;
antecipar a conclusão do curso para obtenção do título. retornar para a comunidade o resultado da pesquisa com maior brevidade.;em casa a concentraçao nao é a mesma. pois as demandas de filhos pequenos mudam a dinamica de casa. mas acredito que é possivel;;deve-se manter web conferencias, pois nao tiraria a importancia das discussoes.
"Praticidade; Evitar atrasos no calendário acadêmico";Se todos estiverem aptos, não percebo nenhuma perda;Possuo condições suficientes para desenvolvimento das atividades em prejuízo;
"Em casos de aula eu poderia pagar mais rápido os créditos sem atrasar

";"Minha pesquisa é com animal não seria possível desenvolve-la online
Minhas capturas de imagens são feitas em.microscopio online n tenho como fazer
Minhas técnicas aplicadas ao tecidos não podem serem realizadas onlines";Estou na zona rural e minha internet não é boa;
"Conclusão dos créditos durante a quarentena para ter mais tempo pra os experimentos da pesquisa depois da quarentena.

 A vigência da bolsa vai seguir as alterações do calendário acadêmico? Fica difícil dar continuidade ao curso depois que a bolsa acabar.";A parte do prática é essencial e totalmente prejudicada no ambiente virtual.;;
A possibilidade de adiantar algumas disciplinas.;"Acredito que nem todos alunos terão condições de acompanhar atividades online. 
Certamente haverá necessidade de prorrogação dos prazos para a execução das pesquisas.";Em alguns momentos não tenho ambiente silencioso em casa dificultando minha concentração. ;É uma possibilidade, mas não sei se será totalmente viável.
Adiantamento de disciplinas, especialmente dos conteúdos teóricos;Prejuízo para aulas práticas e pesquisa;;
"O calendário acadêmico permaneceria em dia;
Não prejudicaria alunos que estão com prazo curto para finalizar a formação.";"Perderia a interação/discussão presencial com professores e alunos durante a disciplina, que é de grande importância e ajuda para o desenvolvimento dos estudos;
Perderia a oportunidade de otimizar o tempo realizando e dando andamento aos projetos de pesquisa.";;
